,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.rating,reviews.text,reviews.title,reviews.username
17296,61310 29 Palms Hwy,"Motels,Hotels,Corporate Lodging,Lodging,Resorts",Joshua Tree,US,34.13495,-116.325745,High Desert Motel,92252,CA,3.0,"Arrived 9:00 PM, our selected room had been given away but thankfully they could accommodate us for two rooms. Place was adequate for the price but would not stay there for more than a couple of days. It was right by the highway and noisy but had comfortable bed. Clerk on duty suggested a few restaurants in area, the one... More",Adequate for price,marilyn111111
17376,1725 Long Beach Blvd,Hotels,Long Beach,US,33.78864,-118.189464,Best Western of Long Beach,90813,CA,4.0,"Clean rooms,decent breakfast. Good for the price",Pretty good,A Traveler
17693,1029 Cooper Dr,Hotels & Motels,Berea,US,37.6168,-84.345601,Days Inn Berea Ky,40403,KY,,"Value-conscious hotel with the sunburst sign provides basic amenities to ensure travelers a comfortable stay. In ShortThis nationwide chain promises value-added amenities to its guests. King and two-queen guest rooms offer clock radios, hair dryers, shampoo, televisions with HBO or Showtime and complimentary copies of USA Today. The property is inspected three times a year for quality by an independent quality assurance team and assigned a Sunburst rating, so travelers can rest assured that their accommodations are clean and comfortable.",,Contributor
17694,510 7th Ave E,"Travel and Tourism,Hotels,Lodging,Motels",Mobridge,US,45.537468,-100.423775,East Side Motel Cabins,57601,Gopher,5.0,"Weather was bad and I stopped for the night. From the outside was not expecting much. Boy was I surprised.. quotnever judge a book by it's coverquot is really true. The rates were great and the room was older but cozy, nice and very clean. Will tell everyone to stay here.",What a pleasant surprise,moodyd
17697,1237 Us Highway 431 S,Hotels,Abbeville,US,31.55176,-85.2837,Abbeville Inn,36310,AL,,"Budget hotel offers standard amenities and low rates to road-weary travelers. In ShortSince 1946, this Phoenix, Ariz.-based hotel chain has provided guests with comfortable accommodations. Its BestRequests program offers 16 of the most frequently requested services and amenities, including complimentary in-room tea/coffeemakers, hair dryers, iron and ironing boards, free local calls less than 30 minutes and long-distance access. Complimentary toiletries, like toothpaste, razors and sewing kits, are also available upon request. Business travelers will enjoy the computer data ports in each room and photocopying services.",,Contributor
17698,404 S 44th St,Hotels,Mount Vernon,US,38.31069,-88.9489,Comfort Suites Mount Vernon,62864,Camp Ground,5.0,"After a long drive the comfort suites in Mount Vernon is well located, clean and comfortable and the breakfast wasn't bad. The staff were very friendly. We asked about staying with dogs and they are very dog friendly, so we're bringing the kids next time. Exactly what we needed in a hotel on the highway.",Great place to overnight,Daniel_CC9564SW
17708,620 N 6th St,"Convention & Meeting Facilities & Services,Accommodation Reservations,Hotels,Banquet Facilities,Accommodations & Lodging",Phoenix,US,33.45499,-112.06685,Holiday Inn Express & Suites Phoenix Downtown - Ballpark,85004,AZ,5.0,"We stayed for a convention and were impressed how easy the hotel made everything for us. Comfortable room, great beds, great breakfast, easy check in and friendly people. Can't ask for much more. Oh yes, they even have free parking in downtown! Bonus!",Made trip easy!,A Traveler
17785,1228 Bunker Hill Rd,"Hotel,Hotels",Huntsville,US,34.667004,-86.46892,Holiday Inn Express Hotel Suites Cookeville,35801,AL,3.0,"The hotel is the classic Holiday Inn, so big or bad surprises. It is clean, breakfast is included in the price. The rooms are good and big, they are also very clean. Beds are really confortable. The price is higher compared to other Holiday Inn, I think that is unjustified",An average Holiday Inn,Canned_heatit
17787,1701 Us Highway 93 S,Hotels,Kalispell,US,48.18245,-114.30526,Fairbridge Inn,59901,MT,1.0,"Dirty floors, rooms hot and uncomfortable, Clogged, poor drainage in the shower.short stuff and long waiting at the front desk.over priced.","Nice location, Close to the airport & Glaciers",
17853,4107 Scottsville Rd,"Resorts & Vacation Cottages,Tourist Homes,Bed & Breakfasts,Hotels,Picnic Grounds,Hotels & Motels,Cottages,Bed & Breakfast Reservations,Tourist Hotels,Nature Centers,Historical Sites",Glasgow,US,36.954535,-85.961849,Four Seasons Country Inn,42141,Haywood,4.0,"We just spent two nights at Four Seasons. It suited us just fine. We had a first floor room with a door to the porch which we liked. The room was well equipped with a refrigerator, iron and ironing board, hair dryer, and wi-fi. Each room has its own water heater the best I could tell which means you really... More",Nice place,kydude645
17870,112 Main St,"Hotels,Lodging,Hotel,Bed & Breakfast & Inns,Motels,Bed & Breakfast",Gooding,US,42.944965,-114.71284,Gooding Hotel Bed Breakfast,83330,ID,4.0,"This little place is eclectic and really the only decent place in Gooding to stay. Our room was unique and inviting. The owners are very friendly and want you to feel welcome. They were welcoming of me and my same-sex partner, so I would recommend to lesbians if you find yourselves in this conservative part of Idaho.",Only place to stay in Gooding!,eukfeu
17881,Via Regina 1,Hotels,Griante,US,45.987791,9.234449,Grand Hotel Cadenabbia,22011,CO,3.0,"We stayed at the Grand Hotel Cadenabbia for our second visit. We previously stayed at the hotel for our honeymoon 8 years ago. The location is perfect. Our room overlooked the Lake which was magical. The hotel is across the Lake from Bellagio which is a short boat ride away and there are restaurants and pizzerias within a short walk of the hotel in either direction. Also the hotel is directly next door to the Villa Carlotta (a stately house and botanical gardens, well worth a visit). However the Hotel decor has not changed at all since our last visit 8 years ago, and it is showing. The rooms were sparsely decorated, the shower leaked everywhere and the TV was the oldest, grainiest model I've seen in years. The breakfast restaurant commanded beautiful views of the lake but the food was seriously lacking in quality. The bacon was greasy and the sausages looked ominous. They had prossecco available to drink though and had a wonderful tasting coffee and hot chocolate machine. The waiters were all dressed in fine uniforms that although smart looked as though they were designed in the 40's. The whole hotel needs a kick into the modern day. But all in all, we had a wonderful stay and we would recommend this hotel to everyone we meet. If you stay here, you will have a good time on the lake, but don't expect modern luxuries.","Perfect location, dated Hotel though.",A Traveler
17937,200 Cowboy Ln,"Hotels,Resorts",Pleasanton,US,28.967194,-98.47863,Pillar Hotels Resorts,78064,TX,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
17938,Grosse Neugasse 36 38,Hotels,Raymond,US,50.939736,6.961262,Hotel An Der Philharmonie,50667,IA,3.0,"Hotel ligt pal naast de Dom en het station.Veel kamers liggen aan de zijde van de cafs. Geeft veel geluidsoverlast. Ook kan de staat van onderhoud van enkele kamers beter. Ouderwets is niet erg. Schimmel in de badkamer wel. Ook is de watervoorziening in de badkamer onbetrouwbaar qua temperatuur. Hotelier is wel zeer attent, vrolijk en service gericht. Ontbijt is bijzonder goed. Zeker gelet op de prijs.","Rumoerig hotel, goede service, matig onderhouden.",Monique
17997,1293 Newsome St,"Hotels & Motels,Budget Hotels",Mount Airy,US,36.480987,-80.601702,Microtel Inn,27030,Round Peak,,microtel suites in mt. airy i visited mt. airy on sept. 3rd 2011--this was a great stay!!! the staff was sooo friendly! clean bathrooms and rooms! i would tell anyone visiting mt. airy to stay there. super nice people.,,AUGUSTA11
17999,6713 N 2200 W,"Hotels,Lodging",Park City,US,40.728523,-111.55332,Crestview Condominiums,84098,Summit Park,5.0,I visited Park city for my vacation and rented condo from PARK CITY SKI PLACE. It was the best condo ever!!! The owner is really kind and nice. Every room was very clean. My family had very happy time there. Highly recommend!,The best vacation in Park city.,Aesen J
18011,12 Rue Leon Frot,Hotels,Carrollton,US,48.85366,2.38803,Comfort Hotel Nation Pere Lachaise Paris 11,75011,TX,3.0,"Nette kleine Zimmer, die jedoch nicht grndlich sauber gemacht wurden(nicht staubgesaugt und grndlich gewischt). Gerne wurde auch das Fenster von der Putzfrau offen gelassen, wo andere 2 Zimmer mit Terrassenzugang mhelos reinspazieren konnten. Ein absolutes No-Go. Leider waren die Zimmer nicht klimatisiert... Von daher lieber nicht an heien Tagen dort bernachten. Personal ging auerdem auf alle Wnsche ein und war hilfsbereit. Die Anbindung der Ubahn war meiner Meinung richtig gut. Die nchste Station war 2min entfernt und man konnte in 2min zur Station Nation kommen, wo man quasi berall hin konnte in 15-25min.","Nettes Hotel, jedoch lieber nicht im Sommer",A Traveler
18067,115 Elm St,"Hotels,Motels",Camden,US,44.20244,-69.07486,Cedar Crest Inn,4843,ME,0.0,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,xxxxxxxxxxxxxx
18069,196 Us Route 1,Hotels,Bucksport,US,44.56941,-68.77128,Spring Fountain Motel,4416,ME,0.0,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood,,write a review
18070,36750 Us Highway 19 N,Hotels,Palm Harbor,US,28.10667,-82.739915,Innisbrook,34684,FL,5.0,"Great resort between Tampa and the Springs, even if you're not a golfer!!! Staff are all gracious and friendly. Wonderful pools with slides and games throughout the day. Five star dining options, or excellent casual options. No need to leave the resort.",Hidden Gem,CHIARA
18131,8917 W Hawk Ridge Rd,"Hotels,Lodging,Resorts,Bed & Breakfast & Inns",Coeur D Alene,US,47.66414,-116.90273,Cougar Crest Lodge,83814,ID,5.0,"The Cougar Crest was on the tail end of our honeymoon, and by the time we pulled up to the front gate, we'd had a harrowing skydiving experience and had been on the road for hours. It was exactly the relaxing stay we hoped for! First off, pulling up to the entrance is like sidling up to an exclusive ski... More","Decadent, relaxing, personal, perfect!!!",erinpressonladd
18141,1020 University Pkwy,Hotels,Sarasota,US,27.381832,-82.549741,Springhill Suites By Marriott Sarasota Bradenton,34234,FL,4.0,"The best thing for me, besides the reasonable price (107 for Florida residents, plus the usual additional taxes and fees of course), was the jacuzzi/pool area. For once a hotel jacuzzi had super powerful muscle ache relieving jets and hot enough temp to do some good, and the spacious pool is nestled beneath some beautiful old oak trees, that are... More","For a good price and lots for the money at an airport hotel, this is the place!",anniemax
18219,400 New Britain Ave,Hotels,Plainville,US,41.672491,-72.837151,Fairfield Inn and Suites By Marriott Plainville,6062,CT,5.0,"My husband, mother and I stayed for 2 nights and found the beds to be very comfortable. We enjoyed the great breakfast provided (hot and cold items). The breakfast staff was very friendly.",Great place & great breakfast,Diane
18276,2600 Lake Cook Rd,"Travel & Transport,Hotels & Motels,Hotel",Deerfield,US,42.1531,-87.8897,Holiday Inn Express Hotel & Suites Chicago-deerfield/lincolnshire,60015,IL,,the palace it wonder full and i would defently recomand it to a friend and if the don't like it too bad cuz i am coming agin during 4th of july weekend so YAHHH bitchs and tramps\\r and every one in between!Posted on Citysearch:4/10/2008,,by yomiyu at Citysearch
18291,309 Resort Doctor Exit 299 I 80,"Water Parks & Slides,Resorts,Lodging,Hotels",Tannersville,US,41.052673,-75.35352,Camelback Resort Aquatopia Indoor Waterpark,18372,PA,1.0,"Mediocre resort, the crowds were absurd, (the line for rentals was about 2.5 hours) and by the time we got rentals, they were out of certain sizes of skis and were making substitutions or asking people to wait fo returns. r r The trails, arguably the best part of the resort, only suit intermediate to advanced skiers. Their beginner trails are poorly marked, few and far between, and overly crowded. The advanced trails are too easy for those accustomed to skiing in Colorado. r r ...view moreService wise, the staff is a bit lazy, uninformed, and sometimes downright rude. There were multiple instances of being brushed aside when requesting help and multiple instances of staff members standing idly by while lines formed out the door. r r And suffice to say, the price that they charge is definitely not worth the experience you get. The food, which is understandably overpriced, was not fresh and caused a member of our party to get two days worth of stomach troubles from the cafeteria food. . r r In conclusion, avoid at all costs unless you really have no other choice. Skiing in Colorado, r New York, and even Vermont are likely betterview less","Avoid in general, go to one of th eother resorts in the Poconos",jb121
